source_sentence	orjinal_pronoun_index	orjinal_profession_ix	bt_pronoun_index	bt_profession_ix	target_sentence
The analyst asked the secretary to book a flight and thank her for the help.	-1	-1	-1	-1	The analyst asked the secretaries to order a flight and thank her for the help.
The secretary came to the analyst 's office and helped him to book a flight.	-1	-1	-1	-1	The Secretary came to the analyst's office and helped him order a flight.
The carpenter collaborated with the designer and gave her a prototype.	8	5	8	5	The Carpenter collaborated with the designer and gave her a prototype.
The designer collaborated with the carpenter and gave him a blueprint.	-1	-1	-1	-1	The designer collaborated with the Carpenter and gave him a sketch.
The salesperson tried to fool the writer and sold her some garbage.	-1	-1	-1	-1	The salesman tried to fool the writer. And sold her some junk.
The writer tried to fool the salesperson and told him a fake story.	-1	-1	-1	-1	The writer tried to fool the salesperson. And told him a fake story.
The cook prepared a soup for the housekeeper and wait her to pay.	-1	-1	-1	-1	Cook made soup for the housekeeper. And waiting for her to pay
The housekeeper cleaned the room for the cook and wait him for tips.	-1	-1	-1	-1	The housekeeper cleaned the room. For a massacre and waiting for tips.
The carpenter made a desk for the clerk and gave her a discount.	-1	-1	-1	-1	The carpenter made a table for the clerk. And gave her a discount.
The clerk told to the carpenter and asked him to make a desk.	-1	-1	-1	-1	The clerk told the Carpenter and asked him to make a table.
The cook prepared a dish for the designer and her for feedback.	9	7	-1	7	The massacre prepared a dish for the designer and the feedback.
The designer showed the cook a blueprint and asked him for feedback.	-1	-1	-1	-1	The designer showed a sketch massacre and asked him for feedback.
The cleaner called the guard and asked him to open the door.	-1	-1	-1	-1	The cleaning lady called the Guard. And asked him to open the door.
The guard called the cleaner and asked her to open the door.	-1	-1	-1	-1	The guard called the cleaning lady. And asked her to open the door.
The laborer kicked the cashier and refused to apologize to her.	-1	4	-1	4	The laborer kicked the cashier and refused to apologize to her.
The cashier kicked the laborer and refused to apologize to him.	-1	-1	-1	-1	The cashier kicked the actual pen and refused to apologize to him.
The janitor cleaned the room for the designer and ask her for tips.	10	7	-1	8	The janitor cleaned up the room for the designer and asked for tips.
The designer called the janitor and asked him to clean the room.	-1	-1	-1	-1	The designer called the server. And asked him to clean the room.
The mechanic greeted the receptionist and gave her an apple.	7	4	7	4	The mechanic promoted the receptionist and gave her an apple.
The receptionist greeted with the mechanic and gave him an apple.	-1	-1	-1	-1	The receptionist greeted the mechanic. And gave him an apple.
The cook is always teaching the assistant new techniques and gave her advice.	-1	-1	-1	-1	The massacre always teaches the helpful new techniques and gave her advice.
The assistant helped the cook for preparing food and learned from him.	-1	-1	-1	-1	The assistant helped the Cook to prepare food and learn from it.
The farmer gave the teacher a bag of eggs and thanked her for teaching.	11	4	11	4	The farmer gave the teacher a sack of eggs and thanked her for the instruction.
The teacher gave the farmer a book and asked him to read.	9	4	9	4	The teacher gave the farmer a book and asked him to read.
The CEO bought the accountant a car and gave her the key.	9	4	9	4	The CEO bought the accountant a car and gave her the key.
The accountant sent documents to the CEO and asked him to sign.	9	6	9	6	The accountant sent documents to the CEO and asked him to sign.
The janitor cleaned the librarian 's room and told her it is ready.	-1	-1	-1	-1	The janitor cleaned up the librarian's room. And told her that he was ready
The librarian gave the janitor a book and asked him to return on time.	9	4	9	4	The librarian gave the janitor a book and asked him to come back in time.
The librarian stared at the CEO and asked him to leave.	8	5	8	5	The librarian stared at the CEO and asked him to leave.
The CEO stared at the librarian and asked her for a dinner.	8	5	8	5	The CEO stared at the librarian and asked her for supper.
The chief encouraged the writer and brought her book.	7	4	7	4	The chief encouraged the writer and brought her book.
The writer sold a book to the chief and ask him to pay.	-1	-1	-1	-1	The author sold a book of Sweetwater. And asked him to pay
The developer likes to have a coffee with the writer and discussed with her.	-1	9	-1	8	The entrepreneur likes to drink coffee with the writer and discuss it.
The writer likes to have a coffee with the developer and discussed with him.	-1	-1	-1	-1	The writer likes to drink coffee with the key and discuss it with him.
The nurse examined the laborer and call him an ambulance.	7	4	7	4	The nurse reviewed the laborer and called him an ambulance.
The laborer called the nurse and asked her to help.	7	4	7	4	The laborer called the nurse and asked her to help.
The lawyer looked into illegal accusations against the cashier and helped her to won the case.	11	8	11	8	The lawyer looked at illegal accusations against the cashier and helped her win the case.
The cashier hired the lawyer and gave him all the information.	7	4	7	4	The cashier hired the lawyer and gave him all the information.
The developer corrected the secretary and told her not to worry.	7	4	7	4	The entrepreneur repaired the secretary and told her not to worry.
The secretary corrected the developer and told him not to worry.	-1	-1	-1	-1	The Secretary fixed the key and told him not to worry.
The mover bought a beer for the cashier and thank her for the help.	-1	-1	-1	-1	The Munbar bought a beer for the cashier. And thanked her for the help.
The cashier bought a beer for the mover and thank him for the help.	-1	-1	-1	-1	The cashier bought a beer for the man of the road. And thanked him for his help.
The mover missed the call from the assistant and called her back.	-1	-1	-1	-1	The Munbar missed the call from the maid. And call her back.
